age,muscle_mass,body_fat,percentage,height,weight,
44,21.5,17.8,30.7,161.7,57.9,
20,18.5,12.5,26.5,161.1,47.1,
22,23.3,21,32.8,166.5,63.9,
48,24.1,26.6,37.8,160.4,70.5,
66,18,18.1,34.7,151.5,52.1,
60,23.7,28,39.2,152,71.3,
67,22,21.9,34.9,158,62.8,
57,18.3,19.2,36.1,140.3,53.2,
64,22.3,24.4,37.3,156.4,65.5,
42,23.1,14.7,25.8,165.4,57.2,
65,21.9,16.8,29.3,153.7,57.3,
68,22.6,25.7,8.1,158.5,67.4,
48,17.7,24.7,42.7,157.6,57.8,
62,16.4,13.9,30.8,151,45.3,
51,21.3,16.3,29.2,159.9,55.9,
63,21.4,17.9,31.1,158.2,57.5,
53,23.7,31.5,41.8,159.4,75.4,
32,28.7,35.2,40.7,166.1,86.6,
40,17.3,17,34.2,164.4,49.8,
45,19.7,11.2,23.4,154.6,47.8,
45,20.8,19.2,33.4,154.9,57.6,
42,19.9,18.9,33.9,154.3,55.9,
16,22.7,14.3,25.5,164,56.1,
33,19.6,11.6,24.1,162.4,48.1,
17,19.4,13.6,27.3,163.8,49.8,
24,17.4,14.5,30.5,157.3,47.5,
16,17.2,13.8,29.7,161.4,46.3,
68,23.7,29.2,40.1,151.5,72.8,
65,18.9,17.7,33.3,149.5,53.2,
66,19.9,22.4,3.8,147,59.4,
19,24.1,34.1,43.4,166,78.6,
17,24.1,34.1,43.4,159.5,78.6,
44,20.9,27.2,41.3,152.8,65.7,
48,18.6,16.7,32.3,153.3,51.6,
22,22.6,18.4,30.4,169,60.5,
57,22.6,20.2,32.5,160.1,62,
34,21.3,19,32.8,153.5,58,
42,21.6,11.2,21.8,159.5,51.4,
63,18.5,22.7,39.4,149.3,57.6,
39,22.2,15.9,27.8,162.8,57.2,
38,24.1,14.7,24.8,162.5,59,
41,26.3,26.9,36,159,74.8,
41,27.5,19.5,28.2,163.1,69.2,
42,21.2,22.4,36.1,160.3,62,
44,19.4,12.7,25.8,162.6,49,
41,17.3,17.4,34.8,149.5,50.1,
47,21.2,21,34.9,154.3,60.2,
16,17.7,11.8,26.1,159.4,45.2,
46,21.7,17.2,30.2,157.4,57.1,
33,21.6,14.5,26.6,161.6,54.4,
41,25.1,15.3,25,172.5,61.4,
18,25.1,19.1,29.4,169.3,65.1,
26,22.4,20.3,33,158.5,61.3,
19,21.1,18.9,32.7,156.3,57.8,
19,21.3,21.7,35.4,159.4,61.4,
48,23.1,15.4,26.5,168,58.2,
47,24.5,24,34.9,159.8,68.7,
37,22.1,18.1,31,153.4,58.4,
17,20.2,23.6,38.6,156.4,61,
17,25.2,26.4,36.6,162.1,72,
46,20.7,9.2,19.2,156.8,47.7,
66,24,24.1,35.4,147.9,68.2,
45,23.4,19.4,31,158,62.5,
67,20.2,21.1,35.9,153,58.7,
46,24,21.4,32.8,156,65.2,
55,21.4,17.7,30.7,152.7,57.6,
38,26.1,22.2,32,160.6,69.4,
27,20.4,20.1,34.9,152.5,57.5,
36,19.8,1.4,34.7,153.3,56,
18,20,12.5,25.1,157.8,49.8,
18,20,18.1,33,150.4,54.8,
18,18.9,14.4,28.9,159.4,49.8,
63,22,24.1,37.1,159.5,64.9,
33,17.6,14,29.7,153.2,47.1,
46,24.8,19.4,29.8,163.5,64.9,
21,28.6,35.2,40.6,169,86.6,
21,25.2,23.7,33.9,170.3,69.8,
20,27.4,37.1,42.7,171.4,86.9,
21,22.1,19.2,32.1,156.2,59.6,
34,22.7,18.6,30.7,161,60.6,
22,18.9,14.9,29.5,163.1,50.5,
49,20.4,23.7,38.4,152.2,61.7,
67,21.2,11.9,23.3,151.6,51.2,
18,20.3,11.5,23.5,162.5,49.1,
18,18.1,14.2,29.4,161.9,48.4,
21,21.2,17.1,30.2,163.8,56.6,
60,18.7,18.3,34,154.7,53.6,
17,20.1,22.5,37.6,152.5,59.7,
17,22,21.4,34.5,160.4,62.1,
20,20.4,20.3,34.9,158.4,58.2,
18,19.7,16.8,31.4,156,53.3,
18,20.3,17,30.9,166,54.8,
57,27.5,24,32.6,160.6,73.8,
53,19.8,7.7,17.2,155.3,44.6,
37,20.2,14.1,27.1,158.1,51.9,
36,22.3,23.8,36.8,160.5,64.8,
17,21.8,11.6,22.4,164.1,51.8,
32,24,19.1,30.2,161,63.2,
67,20.4,13.3,25.8,151.1,51.4,
16,19.4,12.8,26,153.9,49,
16,22.6,12,22.5,160.4,53.2,
47,22.1,19.3,32.3,155.5,59.9,
30,18.3,12.8,27.2,152,47.1,
31,21.8,13.6,25.4,160,53.4,
25,23.8,13.8,24,168.5,57.4,
48,23.3,22.1,34.3,156,64.4,
19,18.4,15.5,30.9,163.4,50.2,
23,23.4,18.7,30.3,162.1,61.6,
35,19.5,18.6,33.7,157.5,55,
48,22.8,19.7,31.9,156.3,61.8,
18,20.9,16.7,30.3,160.6,55.1,
20,19.6,13.2,26.7,158,49.6,
46,22.6,21.5,34.2,150.6,62.8,
36,22.9,13.5,24.1,168.3,55.8,
50,24,18.7,29.9,155.7,62.6,
19,22.2,25.4,38.4,160,66.2,
41,19.8,19.2,34.3,152.7,55.8,
18,21.9,15.9,28.6,154.1,55.6,
18,23.1,20.1,32.3,157.7,62.4,
38,24,42.6,49.6,151,86,
43,22.2,24,36.8,164,65.1,
18,26,23.2,32.7,175,71,
18,16.1,12,28.1,154.6,42.7,
17,21.5,17.9,31.2,157,57.3,
17,24.2,19.3,30.5,169.5,63.4,
69,20.9,18.7,32.3,155.1,57.9,
24,26.6,39.2,45,164.8,87,
42,35.1,16,20.6,176.9,77.7,
42,27.5,11.8,19.4,160.6,61.1,
16,29.9,10,15.8,178,63.5,
18,27.8,10.9,17.9,167,60.9,
17,27.9,8.4,14.6,163.9,58,
19,30.2,18,25,179,72,
17,34,11.3,15.9,172.2,71.4,
19,34.3,24.4,28.7,176,85.1,
61,35.2,21,25.2,168.1,83.1,
41,35.1,20.5,24.8,174.3,82.8,
46,32.4,15.4,21.2,169,72.9,
45,27.2,16.2,25,164.5,65,
17,27.4,13.2,21.2,176.3,62.5,
18,34.4,22.8,27.5,174.1,82.9,
34,36.7,14.5,18.4,172.4,79,
42,27,15,23.5,165.4,63.7,
18,33,9.7,14.3,171.9,68,
18,28.4,6.8,11.8,170.3,57.3,
18,25,8.6,16.1,164.9,53.7,
18,29.7,30.5,36.6,160.5,83.5,
25,28.4,7.4,12.8,170.5,57.9,
18,29.6,12.6,19.3,166.2,65.2,
38,39.2,28.2,28.9,180,97.4,
42,30.7,14.1,20.7,165.3,68.2,
16,28.2,6,10.6,169.1,56.7,
16,24.3,8.4,15.9,171.5,52.6,
17,31.9,8.6,13.4,171,64.4,
18,25.2,4.7,9.3,169,50.4,
18,42,14.9,17,182.9,87.7,
21,32.8,11.6,16.8,170.4,69.2,
19,29.9,6.7,11.2,178.1,60.1,
17,35.6,7,10,172.8,70,
26,34.4,20,24.4,181.6,81.8,
53,33.2,14.9,20.2,170.6,73.7,
53,26.3,15.8,24.8,164.5,63.6,
25,31.5,22.8,29,167.5,78.5,
16,29.2,7,11.8,173.6,59.1,
18,27.8,6.2,11.1,167.8,55.8,
18,32.8,23.1,28.5,167.5,81.1,
26,32.5,18.4,24.1,173.9,76.4,
56,29.9,10.9,17,174.7,64.3,
48,34.4,21.7,26.2,173.2,82.9,
23,33.1,9,13.4,172.5,67.4,
24,31.1,23.8,30.2,175.3,78.9,
53,23.2,13.4,24.1,161.3,55.7,
20,26.6,8.9,15.7,169.4,56.6,
18,27.3,7.7,13.5,180.6,56.8,
17,32.5,17.1,22.9,173.6,74.8,
28,32,11.3,16.7,166.7,67.5,
23,36.2,19.4,23.4,178.6,83,
29,44.7,33.5,30.2,174.3,111.1,
18,38.5,8.2,10.9,174.1,75.3,
18,32.7,18,23.7,172.4,76,
18,29.6,4.8,8.3,182.3,57.8,
54,32.4,19.8,25.5,172.9,77.6,
45,34.8,27.3,30.6,167.8,89.1,
24,32.5,17.1,22.8,172,74.8,
24,31.7,9.6,14.6,175,65.9,
69,25.5,10.1,17.9,165.4,56.5,
37,29.5,17.4,24.8,170.5,70.1,
18,26.5,5.3,10.1,169.4,52.8,
24,37.1,27.2,29.5,175.3,92.2,
17,28.4,9.9,16.3,175.4,60.9,
32,30.9,10.2,15.6,175.6,65.4,
60,29.8,14.2,21,168,67.5,
18,33.9,8.6,12.5,177.7,68.5,
18,31.7,26.5,32.2,164.3,82.4,
18,28.4,9,15,171.7,60.2,
47,28.1,15.1,23.1,165.8,65.1,
47,30.3,16.9,23.6,179.6,71.7,
19,31.6,11.5,16.9,173.3,68,
19,28.3,14,21.5,169.5,64.9,
19,28.9,17.6,25.2,172,69.7,
48,33,14.5,19.8,170.2,73,
39,30.4,14.9,21.6,166.5,69.1,
30,31.4,14.8,21,172,70.7,
17,32,7.7,11.9,173.5,64.3,
17,28.9,6.6,11.2,176.2,58.4,
49,28.3,11.5,18.6,167.3,62.2,
45,28.2,9.9,16.4,163,60.1,
44,33.9,23.1,27.9,167.1,82.8,
44,30.4,7.2,11.7,175,61.7,
26,39.1,45.8,39.9,167.7,114.6,
55,30.6,12.9,19.1,167.5,67.3,
37,36.3,18.8,22.8,174.5,82.4,
42,32.5,24.2,29.5,171.1,82,
19,36.8,22.3,25.5,181.9,87.3,
34,30.5,8.8,14,172.2,63,
51,29.1,8.9,14.6,166.6,60.7,
21,30.7,6.5,10.7,175.5,60.9,
32,42.1,20.6,22,174.5,93.5,
47,33.7,19.1,24.4,165.5,78.4,
66,28.6,11.3,17.8,165.1,63.1,
45,38.8,23.8,25.8,178.8,92.4,
50,26.9,11.6,19.4,158.5,59.8,
59,29.9,11,17.1,173.4,64.3,
40,42.9,18.7,20.1,174.8,92.8,
63,27.3,12.9,20.9,168.2,61.9,
34,27.9,6,10.9,168,55.6,
34,30.2,24.6,31.2,171.5,78.7,
18,29.8,9.7,15.5,171.5,62.6,
27,31.3,4.1,6.9,170.1,60.2,
47,36.2,27.9,30.4,178.2,91.8,
19,36.2,27.9,30.4,178.1,91.8,
18,28.7,5.6,9.8,174.5,57.2,
18,25.4,6.9,13.1,171.8,52.8,
25,34.1,12.5,17.3,180.4,72.6,
36,32.1,7.7,11.9,169.5,65,
19,28.4,13.4,21,170.9,64,
18,31.5,11.8,17.4,173.9,67.8,
20,22.3,17.9,30.5,157.5,58.7,
18,20.2,11.1,22.8,162.5,48.7,
24,20.2,11.9,24.2,157.5,49.4,
18,21.8,19.2,32.2,159.5,59.5,
18,19.2,15.1,29.6,154.4,50.9,
18,17.1,14.9,31.4,157,47.6,
17,19.2,15.1,29.7,154.5,50.8,
17,17.9,13.8,28.9,160.4,47.5,
32,22.1,16.4,28.6,165.3,57.2,
21,19.4,20.1,35.5,160.5,56.7,
61,21.8,22.1,35.6,147.3,62.1,
54,21.9,29.7,42.2,158,70.4,
43,15.9,12.2,28.6,145.9,42.6,
18,23.6,16.3,27.3,165.2,59.7,
17,23,26.2,38.2,166,68.6,
25,23.1,12.4,22.5,160.7,55.1,
31,18.8,15.7,30.8,155.8,51.1,
21,22.8,13.3,24.2,161.8,55.1,
37,21.4,9.4,19.3,161.6,49,
21,17.4,9.5,22.4,150,42.5,
18,20.6,12.6,24.7,158.4,51,
18,18.8,12,25.2,161.9,47.5,
49,26.4,25.2,34.6,159.4,72.8,
34,22.6,22.6,35.6,150.9,63.6,
30,25.1,11.1,19.3,169.7,57.5,
17,19.1,17.6,33.1,159.5,53.3,
24,21.9,13,24.2,163.2,53.7,
20,17.6,13.7,29,161.2,47.3,
20,15.6,10.8,26.5,153.9,40.8,
21,19.7,16.5,31,158.1,53.4,
18,19.7,14.9,28.8,158.8,51.7,
17,22.5,19.9,32.5,165.5,61.3,
19,22.6,25.3,38,157.5,66.7,
42,23.2,15.8,27,165.9,58.4,
41,22.4,16.1,28.3,154.4,57,
27,19.1,15.8,30.5,166.7,51.9,
66,20.2,12.4,25,145.6,49.8,
17,14.9,8.9,23.4,154.4,37.8,
18,22.6,16.2,28.1,161.7,57.8,
18,20.2,15.8,29.5,155.6,53.5,
18,17.2,15.5,32.2,155,48.1,
18,22.3,16.8,29.1,164.5,57.6,
34,20.1,13,26,160.9,50.2,
20,18.3,9.2,21.1,158,43.8,
20,19.5,23.4,39.3,154,59.4,
26,25.1,15.3,25,159.7,61.2,
26,21.2,20.4,34,160.5,59.9,
17,22.6,15.2,27,161.4,56.5,
16,20.9,9.3,19.3,164.8,48,
22,18.1,14.5,29.8,163,48.7,
20,19.6,13,26.1,160.6,49.7,
19,20.4,20.7,34.9,160,59.2,
18,24.3,19.6,30.6,166.2,63.9,
18,17.6,15.2,31.6,152,48.2,
18,20.5,26.2,40.7,159.3,64.4,
21,19.7,9.3,20.1,165.6,46.2,
17,21.2,15.5,28.2,172,54.9,
16,17.5,14.4,30.3,152.8,47.4,
17,23.3,19,30.8,162,61.8,
18,18.1,12.5,26.9,159.8,46.6,
18,19.5,19.7,35.2,156.1,56,
18,17.9,11.5,25.5,157.1,45.2,
23,25.6,23.8,33.8,171.5,70.6,
16,20.7,15.9,29.4,156.4,54.1,
25,22,14.5,26.2,163.7,55.4,
20,20.7,18.6,32.6,163.3,57.2,
20,19.8,18.7,33.5,163.3,55.8,
20,14.9,12.2,29.8,154.5,40.9,
21,23.3,23.2,35,166.6,66.2,
19,30.9,40.5,42.6,168.1,95.1,
16,22.6,20.6,33.1,165,62.3,
16,27.7,27.3,35.3,168.1,77.4,
18,17.6,12.3,27,150.9,45.5,
17,20,13.9,27.2,160.9,51.2,
20,20.2,17.4,31.4,163.3,55.3,
18,20.4,12.5,24.7,157.5,50.6,
20,27.3,23.3,31.9,171,73,
20,23.8,15.5,26,170.4,59.5,
25,22.7,11.5,21.6,164.4,53.4,
16,23.7,17.8,29.1,165.3,61.3,
16,25.6,14.3,23.4,168.8,60.9,
16,23,18.2,30.1,160.5,60.5,
16,22.4,13.7,24.9,160.3,55,
21,19.8,13.5,26.8,160,50.5,
19,18.7,13.9,28.3,159.4,49.3,
20,21,18.6,32.3,162.9,57.5,
24,25.2,17.7,27.8,172.5,63.8,
26,31.1,22.2,28.6,175.5,77.6,
37,30.1,14.1,20.9,167.5,67.6,
53,35.4,9.1,12.7,172.6,71.8,
50,32.3,10.6,15.7,173,67.7,
16,27.2,8.2,14.5,164.1,56.8,
16,27.9,9.2,15.6,171.4,59.2,
16,36.4,36.5,36.2,172.2,100.8,
26,32.7,13.9,19.5,174.4,71.3,
43,34.7,24.2,28.5,169.6,85,
16,41.4,25.4,25.9,178.6,97.8,
18,32.2,7.7,11.9,176.1,64.9,
19,38.2,11.2,14.3,175,77.9,
23,30.5,13.7,20.2,167.6,67.9,
16,23.5,2.4,5.3,165.5,45,
16,24.4,3.5,7.3,170.6,47.7,
42,30.8,8.1,12.9,172.9,62.9,
18,30.5,6,10.1,173.9,60,
17,32,11.8,17.1,174.5,68.8,
18,33.9,8.5,12.4,163.7,67.9,
18,33.5,3.4,5.4,180.8,62.6,
18,31.4,18.3,24.7,171.2,73.9,
17,27.6,13.6,21.5,172,63.1,
64,27.2,12.2,20,161.9,60.9,
18,32.3,18.8,24.7,169.5,76.2,
18,31.4,12.1,17.8,168.6,67.9,
19,36.2,32.4,33.6,173.9,96.4,
26,31.2,10.2,15.6,167.2,65.3,
49,31.8,11,16.3,169.3,67.5,
17,26.3,6.6,12.2,171.2,54.1,
16,30.4,21.7,28.6,170.6,75.9,
17,30,14.5,21.3,167.9,68.1,
26,32.8,14.1,19.6,170.4,71.9,
39,31.3,9.1,14,177.8,65.3,
18,34.4,12.5,17.1,173.3,73.1,
60,35.5,13.2,17.5,174.5,75.4,
63,26.9,12.9,20.9,163.3,61.4,
19,27,21.7,31,161,70,
19,30.8,20,26.7,175.2,75.1,
18,27.7,6.7,11.9,170.4,56.4,
42,31.7,12.2,17.8,171.5,68.4,
19,29.8,9.6,15.4,173.7,62.3,
32,39.6,10.2,12.8,182,79.3,
19,26.4,10.3,17.8,168.4,57.6,
55,38.8,20.7,23.3,176,89.2,
19,30.1,12,18.4,167.1,65.4,
19,39,13.2,16.1,184,81.9,
25,31.3,9.7,15,172.8,64.9,
16,28.6,8.9,14.8,172.9,60.1,
17,27.9,10.7,17.7,165.6,60.5,
16,26.1,5.1,9.8,171.3,52.1,
16,29.1,19.2,26.9,170,71.2,
17,31.5,10.9,16.3,177.6,66.6,
17,28.6,7.1,12,182.5,59.1,
26,31.8,14.2,20.1,176.8,70.6,
17,35.4,11.7,15.8,180.6,74,
17,29.8,17.9,25.3,167.5,70.7,
47,28.4,12.8,20.3,163.3,63.4,
20,24.2,18.4,29.4,165.4,62.6,
24,22.6,16.2,28,160.7,57.7,
35,21.6,12.5,23.7,168.5,52.7,
30,26.9,15.7,24.2,175.3,64.7,
25,20.7,10.3,21.3,164.5,48.4,
34,21.2,8.8,18.3,163.5,48.3,
60,19.1,21.1,37.2,151,56.7,
23,22,10.9,21.1,164.5,51.8,
16,21.1,15.4,28,164.1,54.9,
27,19.6,12.5,25.5,157.7,49,
24,17.5,9,21.3,154.5,42.2,
65,19.6,17.2,32.1,148.4,53.7,
27,26.5,35.4,42.5,160,83.4,
28,24,22.8,34.1,163.6,66.8,
45,20.1,15.3,29,163.1,52.9,
55,23,20.1,32.3,154,62.3,
27,23.3,20.1,31.9,159.5,63,
22,21.7,9.2,18.5,165,49.6,
62,17.5,24.5,42.5,149.3,57.6,
57,20.7,24.3,38.7,156.1,62.8,
54,21.9,21.3,34.5,159.9,61.9,
17,22.6,11.8,22,165.5,53.6,
17,24.7,15,24.8,172.4,60.5,
19,19.1,9.6,21.2,163.6,45.4,
18,31.2,41.4,42.4,172.8,97.5,
62,20.2,1.1,33.7,160.4,56.6,
20,18.6,11.3,24.4,159.5,46.4,
61,19.8,19.6,34.8,151.4,56.3,
22,23.3,14,24.7,163.1,56.9,
20,18,15.1,30.7,156,49.3,
30,21,9.6,19.6,166.3,48.9,
22,18.8,18.9,35.2,158.3,53.8,
61,35.3,21.8,25.9,174,84.3,
62,32.9,7.4,11.1,175.4,66.2,
50,30.7,16.4,23,173.3,71.4,
33,36,12.1,16,171.5,75.5,
43,30.5,15,21.5,171,70,
33,29.7,13.9,20.8,169,66.8,
45,33.9,19.6,24.6,172.2,79.7,
25,42.5,18,19.6,182.5,91.9,
26,34.1,17.7,22.7,173.5,77.8,
40,29.2,11,17.5,170.6,62.9,
32,33.2,16.8,22.3,175.5,75.7,
28,33.7,9.7,13.9,178.7,69.9,
25,28.9,15.5,23.1,170,67.2,
45,27.4,14.1,22.1,170.6,63.9,
19,33.4,11.9,16.7,181.7,71.3,
38,33,14.5,19.7,172.6,73.3,
26,31.3,12.9,18.8,171.8,68.3,
35,38.4,16.5,19.5,183,84.5,
46,27.4,12.1,19.8,162.7,61.3,
25,30.1,7.6,12.5,163.8,60.9,
57,27,16.2,24.9,161.9,65,
27,34.1,15.9,20.8,178.6,76.3,
19,27.3,10.4,17.4,172.4,59.4,
53,33.3,18.5,23.7,173.8,78,
55,31.7,22.2,28.3,169.3,78.5,
45,35.9,19.4,23.2,178,83.3,
58,32.5,15.6,21.1,178.8,74.1,
68,25.3,5.6,10.9,168.4,51.7,
28,34.6,9.2,13,177,70.5,
25,39.3,7.3,9.6,187.4,76.5,
46,26.7,15.6,24.3,168.3,64.1,
57,29.2,20,27.5,169.6,72.5,
19,30.2,12.7,19.3,167,66.1,
31,32.8,23,28.1,176.6,81.7,
42,39.4,18.4,21.2,175,87,
48,31.5,11.5,17,179.4,68,
27,31.1,20.7,27.2,171,76.2,
51,28.3,16.4,24.4,171,67.3,
62,34.5,15,19.8,171.6,75.9,
45,37,16.8,20.5,174.7,81.7,
52,29.9,15.2,22.1,163.3,68.5,
19,31.7,10.6,15.7,179.1,67.3,
19,23.2,8.4,16.5,166.6,50.7,
19,32.9,9.3,13.8,175,67.7,
19,27.9,9.9,16.6,169.1,59.8,
62,19.9,17.3,31.6,157.2,54.8,
19,21.4,18.2,32,150.3,57.1,
51,17.9,19.5,36.7,152,53.1,
65,20.4,17.9,31.9,155.5,56,
53,17.5,14.2,30,154,47.4,
59,19.8,17.5,32.2,153.6,54.4,
22,19.4,14.2,28.1,159.1,50.6,
21,21.5,13.9,25.9,162.7,53.5,
16,21.5,10.5,20.9,166.5,50.1,
26,21,15.4,28.3,164.5,54.5,
23,19.6,24.7,39.9,164.4,61.8,
47,25,19.6,30.3,156.3,64.6,
21,17.7,11.2,25,156,44.7,
24,22.9,14.8,26.2,164,56.5,
57,24.5,26.6,37.3,161.1,71.4,
57,19.2,12.3,25.3,156.8,48.5,
19,24.3,21.8,32.8,164.5,66.5,
69,18.7,15.9,31.1,152.7,51,
42,23.5,19.2,31,162.4,62,
38,21.3,16.5,29.5,156.5,55.8,
41,23.2,8.9,17.4,164.7,51.4,
44,26.6,26.6,35.3,170,75.4,
16,16.3,13.5,30.1,161.7,44.9,
16,18.2,10.5,23.4,161,44.8,
31,21.6,13.6,25.2,166.3,53.9,
20,24,18.6,29.7,167.7,62.5,
20,20.4,14.5,27.5,166.4,52.8,
20,20.7,14.3,27,167.5,53.1,
27,21,24.1,38.1,158.5,63.2,
21,21.1,10.7,21.5,172.5,49.8,
38,20.2,11.4,23.2,157.2,49.3,
20,21.8,20.6,33.7,164.4,61.2,
19,17,15.5,32.4,161.5,47.9,
20,20.5,14.4,27.4,158.2,52.5,
22,27.6,24.5,32.7,176.6,74.9,
44,19.8,12.5,25.4,156.3,49.3,
25,20.7,9.2,19.4,159.6,47.3,
54,20.1,20.8,35.9,148.4,58,
