age,muscle_mass,body_fat,percentage,height,weight,
17,33.7,12.2,16.9,173.3,71.7,
46,18.6,18.4,34.5,152.5,53.4,
55,19.9,21.6,36.8,157.6,58.8,
55,18.5,20.3,37,147.1,54.8,
43,17.6,15,31,155.2,48.3,
56,21.5,17.7,30.8,159.2,57.5,
51,18.9,15.8,30.8,158.4,51.4,
66,22.5,13.7,24.8,152.6,55.1,
59,23.7,22.5,34.2,156.3,65.6,
49,19.5,12.9,26.1,154.6,49.4,
45,22.1,19,31.6,164.1,60.1,
52,19.8,22.2,37.7,149.8,58.9,
38,20.5,19.5,33.9,156.7,57.5,
68,17.8,18.1,35,147.4,51.8,
55,22,21.3,34.5,155.8,61.9,
52,22.5,20.3,32.9,159.9,61.7,
47,22.9,17,28.8,158.4,59.2,
56,19.6,11.5,24,152.3,48.2,
52,23.2,29.8,41.3,153.6,72.1,
66,18.9,23.4,39.6,151.4,59,
51,21.6,2.4,37.1,145.5,63,
50,24.9,14.8,24.7,160.6,60,
45,28.4,22.1,30.1,164.2,73.2,
40,25.6,27.7,37.5,156.5,73.8,
40,19.9,15.3,29.1,156.8,52.4,
58,18.4,16.8,32.7,143.6,51.2,
52,24.2,12.5,22.1,164.3,56.7,
22,22.8,22.7,35,157.9,64.9,
51,22.9,15.2,26.6,160.7,57.3,
47,27.1,29.4,37.5,163.7,78.5,
53,25.8,23.3,33.1,164.9,70.5,
60,21.7,18.3,31.4,153.8,58.3,
19,20.4,20.8,35.4,161.1,58.7,
44,20.4,11.5,23.4,153.5,49.2,
52,19.4,16,30.7,158.7,52.1,
43,22.1,16.5,28.9,157.2,57.3,
35,21.7,13.5,25.2,154.8,53.6,
43,21.8,13.4,24.9,161,53.7,
49,22.9,20.7,32.9,157.5,62.8,
35,21.6,15.7,28.1,158,55.7,
57,18.3,12.6,26.9,147.3,46.7,
38,20,15.5,29.5,155.8,52.5,
36,22.2,13.7,25,166.4,54.6,
47,20.4,14.5,27.8,158,52.2,
33,21.8,15.5,27.9,160,55.6,
45,28.1,18.1,30,159.4,60.5,
41,21.9,19.3,32.5,159.3,59.5,
47,19.6,11.6,23.9,157,48.4,
57,17.2,17.8,35.3,145.8,50.5,
49,24.5,23.8,34.5,161.2,68.9,
58,19.2,19.7,35.4,148.8,55.8,
53,18.8,12.5,26.3,150.7,47.4,
45,21.9,19.6,32.8,155.8,59.8,
36,18.8,12.5,26.2,153.4,47.6,
53,21.2,27.1,40.9,151.4,66.3,
37,26.2,21.2,30.8,162.4,68.8,
46,20.5,14.4,27.4,154.2,52.5,
59,19.1,17.1,32.4,148.5,52.7,
56,23.9,28.9,39.3,154.1,73.4,
44,22.3,19.9,32.7,160.4,61,
68,19.7,14.5,28.2,150.2,51.4,
61,19.4,19.2,34.3,156.7,55.9,
62,20,31,45.3,146.4,68.4,
20,24.6,25.6,36.5,159.3,70.1,
30,20.5,12.4,24.6,157.1,50.4,
16,18.3,20.9,37.6,157.8,55.5,
63,17.8,25.2,42.7,150.5,59,
35,22.3,10.2,19.8,162.8,51.3,
62,24.8,34.4,43.1,158.4,79.7,
51,19.9,16.7,31.1,146.9,53.5,
49,24.9,18.1,28.6,159.5,63.4,
20,19.7,17.1,31.7,160,53.8,
20,17.7,9,21.2,161.4,42.3,
46,21.5,22.4,36.1,154.4,62.2,
33,24.6,15.9,26.3,167.8,60.6,
34,26.8,26.9,35.9,165.4,75,
67,20.9,18.2,31.9,154.5,57.1,
59,21.6,25.6,39.1,153.3,65.4,
36,21.5,13.6,25.4,163,53.5,
37,23.1,18.7,30.6,157.2,61.1,
60,19.5,19.9,35.3,155.6,56.5,
52,24.2,15.1,25.4,167.5,59.5,
59,23.1,15.7,26.9,163.4,58.4,
55,22.9,20.4,32.9,158,62.2,
56,24.8,19.7,30.2,157.5,65.4,
62,18.9,20.7,36.8,154.4,56.3,
24,20.7,16.4,30,159.6,54.7,
46,21.1,18.3,32.1,151.4,57,
67,17.2,28.9,47,140.1,61.5,
26,20.2,21.3,36.1,160,58.9,
38,22.6,12.1,22.6,165,53.8,
26,24.7,22.9,33.7,169,68.1,
54,24.4,16.8,27.3,154.5,61.4,
31,23.4,21.1,32.9,166,64.1,
37,22.5,12.8,23.7,163.8,54,
33,20.4,12.6,25.1,156.6,50.2,
35,22.1,15.8,27.9,158.6,56.4,
57,20.2,18.1,32.8,148.7,55.3,
56,23.2,17.4,29.1,158.8,59.8,
33,24.2,19.8,30.9,166.8,64.1,
52,21,15.2,28.2,151.8,53.9,
65,21.4,23,36.6,152.9,62.9,
36,19.5,10.2,21.9,158,46.6,
49,23.7,14.4,25.1,160,57.4,
49,20.3,15.1,28.6,156.2,52.7,
55,16.2,25,44.8,151.8,55.8,
55,20.3,14.2,27.3,145.6,51.9,
52,20.5,15.5,28.9,153.9,53.5,
60,18.7,26.2,42.8,153.6,61.3,
57,18.4,23.7,40.3,147,58.7,
45,19.5,12.8,26.1,150.5,49,
67,18.6,15.7,31,147.9,50.6,
61,18.8,8.4,19.2,151.9,43.9,
66,17.8,22,39.5,148.2,55.7,
47,23.2,27,38.8,157.3,69.7,
44,23.3,23.8,35.9,157.1,66.3,
50,21,11.4,22.8,154.6,50.1,
22,26.9,18.4,27.5,167.8,67.1,
52,29.2,33.3,38.6,162.2,86.2,
41,23.1,17.3,28.9,160.1,59.8,
62,24.4,33.7,42.8,153.8,78.8,
50,22,20,32.9,158.2,60.7,
53,18.9,11.8,25.1,153.3,47,
59,20.1,8.4,18.3,147.8,45.6,
53,18.5,12.9,27.3,151,47.5,
56,20.4,23.2,37.9,151.8,61.2,
57,17.6,17.6,34.6,147.9,50.9,
48,22.1,22.2,35.1,154.3,63.3,
51,26.8,24.7,33.9,152.8,72.8,
48,23.3,17.3,28.8,165,60.2,
55,18.6,23.1,39.9,148.4,57.9,
62,16.4,14.7,32,146.8,46,
50,20.1,16,30,154.8,53.5,
50,19.2,15.2,29.8,152.1,50.9,
44,22,12.9,24.1,158.9,53.7,
48,20.4,14.2,27.3,150.9,52,
51,21.2,29.8,43.1,152.2,69.1,
59,19.9,13.5,26.6,155.6,50.8,
55,18.9,13.3,27.4,148.7,48.4,
43,22.6,17.8,29.9,165.5,59.6,
45,20.7,15.7,29.2,152.9,53.8,
40,20.8,20.2,34.5,150,58.5,
53,21.5,12.7,24.1,156.7,52.6,
31,25.3,15.9,25.5,166.2,62.2,
37,28.8,31.3,37.5,169.1,83.5,
38,20.5,18.7,33,156,56.7,
36,18.7,12.6,26.4,156.3,47.6,
37,23.9,16.6,27.5,159.4,60.4,
43,23.6,19.8,31.6,159.8,62.8,
36,21.7,13.2,24.7,165.5,53.4,
51,26.5,25.8,34.8,161.5,73.9,
50,21.7,22.4,36.1,150.2,62.1,
21,21,13.9,26.3,159.5,53,
21,20.8,17,30.5,155.7,55.7,
47,24.7,17.2,27.8,160.4,62,
47,19.6,18.6,33.6,153.4,55.4,
50,31.9,20.9,26.8,161.9,78,
37,21.6,17.1,30,157.4,57,
35,29.2,15.2,22.5,164.7,67.4,
35,19.9,15.4,29.2,161.2,52.6,
37,22.4,14,25.4,160.8,55,
35,20.2,20.9,36,151.9,58.1,
34,22.2,15.5,27.5,163.2,56.4,
35,20.9,15.7,28.7,162.2,54.6,
48,25.2,30.2,39.6,155.8,76.3,
16,22.5,10.7,20.5,164.7,52.4,
51,21,16,29.2,150.8,54.6,
61,25.3,1.4,3,151.8,46.3,
48,19.9,28.8,43.8,150.7,65.6,
44,23.8,30.5,41.3,150.5,73.8,
51,20.6,16.1,29.3,164,55,
50,20.3,16.6,30.4,159.4,54.5,
66,20,17.9,32.4,149.5,55.2,
37,20.4,15.5,29,163,53.5,
47,20.7,26.2,40.5,152.2,64.7,
46,18.4,14.9,30.3,152.3,49.3,
49,20.6,19,33.3,154.2,57.1,
44,25.7,18,27.6,170.8,65.2,
55,18.8,24,40.6,148.1,59.1,
59,21.1,21.3,35.2,151,60.5,
42,28.3,38.4,43,159,89.3,
46,22.3,22.1,35.3,149,62.7,
53,21.8,20.4,33.7,158,60.6,
56,27.6,14.9,22.8,166.5,65.4,
47,25.2,21.6,32.1,154.5,67.3,
36,25.8,22.9,32.8,170,69.9,
61,20.7,17.8,31.8,149,56.1,
51,20.7,20.4,34.9,152.7,58.4,
38,21.3,12.2,23.6,162,51.7,
42,17.3,11.7,26.5,147.7,44.3,
38,17.4,12.3,27.4,147.8,44.9,
51,22.2,21.6,34.8,155.3,62,
36,21.6,9.8,19.9,158.1,49.5,
53,24.1,20.7,32,152.5,64.8,
62,22,23.3,36.4,152.1,63.9,
59,22.6,23,35.4,154.4,65.1,
53,21.3,21.6,35.4,152.6,61,
60,20.3,18.2,32.5,156.4,55.8,
56,24,12.3,21.9,162,56.3,
63,19,12.7,26.6,143.7,47.7,
62,24.4,26.8,37.4,162.9,71.6,
50,18.7,24.5,40.9,148.1,59.8,
37,26.9,31.3,38.9,176.4,80.4,
40,18.2,11.5,25.1,150.8,46,
18,24,26.1,37.4,156,69.8,
18,24.6,43.4,48.9,158,88.8,
55,18.4,13,27.2,152.6,47.7,
56,20.7,21.5,36.2,146,59.4,
45,22.6,16.7,28.9,160.5,57.9,
56,21.6,18.5,31.8,153.4,58.1,
66,17.9,13.9,29.1,147.8,47.7,
54,21.2,22.6,36.5,155,61.9,
38,18.7,16,31.2,158.9,51.2,
43,20,20.7,35.8,151,57.8,
35,20.5,18.3,32.5,157.4,56.3,
34,22,17.2,29.8,160.6,57.8,
40,27.7,23.2,31.9,158.2,72.8,
56,34.4,18.1,23.1,164.4,78.3,
63,28.1,13.9,21.5,170.4,64.5,
60,27.6,19.8,28.5,160.1,69.5,
44,35.8,15.4,19.7,171.3,78.2,
54,35.5,19.8,24.1,172.1,82.3,
23,30.8,15.5,22,171.4,70.3,
23,32.1,18.2,24.4,173.1,74.7,
23,35.7,32,33.7,173,95,
16,40.6,28.5,28.6,179.9,99.8,
68,22.3,9.1,18.3,153.3,49.8,
57,32.5,14.6,20.1,170.9,72.4,
18,31.6,15.9,22.1,170.6,72.2,
56,22.4,5.6,12.2,158,46,
69,28,3.6,6.7,167.7,53.7,
18,31.1,8.4,13.3,175.1,63.7,
24,30.5,16.2,23.1,168.5,70,
46,28.1,12.3,19.6,172.2,62.9,
19,24.8,7.6,14.5,165.7,52.6,
55,29.2,12.1,18.9,168.8,64.1,
19,33.8,15.8,21,172.1,74.9,
55,29.7,14.4,21.3,161.9,67.4,
18,25.1,12,21.1,163.5,57,
54,22.5,8.1,16.3,171.5,49.6,
33,25.9,17,26.7,164.2,63.4,
61,27.4,17.7,26.3,162.3,67.3,
16,28.8,8.7,14.3,176.3,60.3,
17,36.7,9.6,13.1,170.7,73.4,
29,27.4,9.4,16,171.4,58.6,
48,28.1,17.1,25.3,166.7,67.5,
35,35.6,17.1,21.3,181,80.1,
66,31.4,9.9,14.9,167,66.3,
57,34.8,13.3,17.9,172.2,74.4,
58,27.8,11.3,18.4,162,61.1,
43,30.9,18,24.5,174,73.2,
36,34.7,16.9,21.6,178.7,78.2,
19,30.2,17.9,25.1,169.6,71.5,
16,25.4,4.8,9.5,172,50.6,
16,25,9.8,17.8,172.4,55.1,
16,30.3,6.7,11.1,176,60.6,
16,29.9,7.3,12.1,174.5,60.6,
52,33,19.2,24.8,166.4,77.5,
18,29.1,6.1,10.4,175,58.3,
19,33.3,11.4,16.3,176.8,69.8,
18,31,10.5,16.1,175.5,65.4,
18,29.9,1.6,3,173.1,54.1,
18,36.6,2,3,187,65.2,
40,28.1,15.4,23.2,170,66.1,
43,33.9,12,16.8,167.6,71.6,
35,28.1,10.4,17.1,170.8,60.7,
22,30.2,19.9,26.9,171.6,73.9,
61,22.8,11.3,21.1,162.2,53.3,
36,28.8,20.9,28.9,165.5,72.2,
51,32.9,25.7,30.8,163.6,83.4,
34,36.6,19.3,23,172.8,83.7,
58,27.5,7.3,12.9,165.1,56.5,
49,32.6,20.9,26.3,171.3,79.4,
22,31.5,13.1,18.9,170.4,69.4,
45,30.8,18.2,24.9,163.7,73,
19,33,21.4,26.9,167.7,79.4,
19,29,4.9,8.7,170.1,56.5,
68,32.1,15.8,21.6,170.2,73.2,
19,31.8,10.5,15.8,167,66.6,
18,29.5,8.2,13.4,175.6,61.3,
18,30.1,7.5,12.4,164.5,60.5,
18,29.3,8.8,14.4,168.5,61.2,
18,30,2.3,4.1,170.1,55.3,
17,42.3,42.4,36.2,182,117.3,
16,23.3,6,12.5,163.5,48.3,
16,24.3,18.6,29.6,156.1,62.7,
16,25,6.8,13,168.5,52,
16,32.6,10.5,15.2,180.6,69,
16,22.8,5.7,12,166.4,47.2,
17,27.7,11.6,18.9,173.4,61.2,
17,43.7,34.7,31.3,174.5,111,
17,30.8,6.2,10.1,171.8,60.7,
47,32.4,17,22.8,173.4,74.6,
19,32,8.7,13.2,188.3,65.8,
25,38.6,8,10.6,178.6,75.6,
45,33.7,17.4,22.6,171.2,76.8,
46,29.5,11.8,18.3,168,64.5,
26,33,18.6,24.2,169.8,76.7,
26,29,13.6,21,164.1,64.9,
43,29.1,9,14.8,162,60.8,
59,21,20.4,34.3,158.1,59.4,
54,22.3,20.1,33.1,160.4,60.7,
47,18.8,17.8,33.7,151.4,52.9,
47,25.1,26.6,36.9,158.5,72.1,
51,22.8,22.8,35.5,156.5,64.3,
50,17.6,17.6,34.8,148,50.7,
54,22.2,14.3,26.1,158,54.8,
30,24.9,13.5,22.9,172.3,58.9,
18,23.9,20.5,31.8,171,64.3,
18,18.9,12.2,25.5,158.7,47.7,
47,15.7,18.6,38.3,147.9,48.6,
69,21.7,22,35.3,160.9,62.4,
54,18.6,23.8,40.4,144.4,58.9,
37,18.7,13.7,28.2,156,48.7,
37,19.2,14.7,29.1,158,50.5,
19,19.4,13.5,27.2,153.1,49.7,
19,22.4,21.3,34,163.8,62.5,
46,21.4,10,20.3,157.5,49.5,
49,26,16.7,26.1,165.4,63.9,
38,21.8,9.5,19.2,161,49.5,
50,25.8,15.2,24.6,162.8,61.7,
46,21.5,14.1,26.1,164.6,54.2,
51,22.3,16.2,28.5,154.1,56.8,
50,22.4,24.3,37,158.5,65.7,
49,22.1,13.6,25,158,54.3,
43,21.9,13.4,25,155.3,53.6,
53,24.1,23.3,34.6,150.8,67.3,
48,23.3,15.8,27,158,58.4,
54,21.4,16.6,29.6,158,56.2,
53,20,10.2,21.5,153.9,47.5,
51,19.7,20.1,35.2,158.3,57,
62,19.3,12.4,25.8,149.9,48,
66,20.7,18,31.5,154.7,57,
68,18.6,17.9,33.8,153.7,53,
36,21.5,18.2,31.5,159.1,57.6,
42,22.2,15.8,28,152.1,56.5,
38,19.2,7.4,17.3,144,42.8,
33,19.8,13.2,26.5,154.9,49.9,
19,25.9,38.5,44.9,158,85.6,
17,18.4,11.2,24.6,159.2,45.7,
42,16.3,8.5,21.6,155,39.5,
42,22,14.1,25.7,158,54.6,
67,19.5,19.6,34.9,152.7,56.1,
60,20.3,13.5,26.2,149.5,51.6,
60,22,25.9,39.1,163,66.4,
60,22.1,17.7,30.1,160.4,58.8,
58,22.9,21,33.4,151,62.9,
57,17.7,10.9,24.7,150,44.2,
42,21.8,21.3,34.7,159.6,61.5,
16,16.8,7.7,19.4,157.1,39.8,
44,19.3,17.9,33.3,154.1,53.8,
66,23.4,23,34.7,156.5,66.3,
45,24.2,16.6,27.2,161.2,60.9,
57,23.1,17.9,29.5,158.3,60.7,
49,21.2,24.2,38.1,158.5,63.6,
44,19.2,13.5,27.3,153.4,49.2,
38,24.5,22.8,33.6,166.4,67.7,
48,22.8,20.9,33,165.7,63.3,
59,23.4,18.5,29.9,173.5,61.9,
46,22.8,26.3,38.6,152,68.2,
41,21.6,8.6,17.8,162.2,48.6,
53,25.8,21.6,31.6,152.5,68.4,
53,24,20.3,31.6,159.2,64.3,
46,19.5,15.3,29.6,159.1,51.8,
51,27.3,22.6,31.4,168.4,72,
45,19.5,15.7,30.1,146,52.2,
59,19.9,20.2,35.5,151.9,57,
20,19.3,12.4,25.7,155.5,48.3,
38,20.4,12.7,25.1,156.5,50.5,
59,21,20.9,34.9,152.8,59.9,
34,22.1,20.3,33.2,163.5,61.1,
47,23.1,22.8,35,158,65,
43,23.5,21.3,33.2,160.5,64.1,
43,23.7,33,43.1,158.9,76.6,
19,15,9.9,25.6,153.1,38.7,
45,21.2,17.7,31.2,159.3,56.7,
53,23.1,16.1,27.4,162,58.7,
22,17.9,12.8,27.5,156.5,46.5,
55,22.1,14,25.4,160.8,55,
66,18.1,16.8,33.2,144,50.6,
45,24.7,13.5,23.1,156,58.5,
45,16.3,15.3,33.1,150.4,46.3,
31,20,18.2,32.8,152.6,55.4,
39,27.2,12.6,20.2,165,62.1,
47,21,11.3,22.4,164.8,50.6,
19,23.3,21,32.8,167.4,64,
18,21.9,24.3,37.5,161.6,64.9,
66,14.4,11.8,30,143.3,39.4,
67,23.2,24.9,36.8,153.5,67.7,
69,19.4,12.2,25.3,149.2,48,
57,17,22,40.6,147.6,54.2,
54,23.7,26,37.5,156.5,69.4,
44,20,18.1,32.6,152.4,55.5,
66,20.3,26.6,41.2,158.6,64.6,
66,21.4,13.3,25.1,158,52.9,
66,20.8,23.8,37.8,155.4,62.9,
63,22.8,16.4,28,159.6,58.6,
38,20.8,11.4,22.8,159.3,50,
61,21.9,18.6,31.4,159.4,59.2,
33,20.9,19.1,33.1,157,57.9,
60,22.1,11.2,21.6,158,52,
41,23,13.4,24.2,166.5,55.6,
53,18.5,15.9,31.3,155.2,50.7,
49,21,16.8,30.2,149.9,55.4,
47,19.5,14.9,29,155.3,51.3,
32,21.7,14.1,25.8,166.9,54.5,
33,20.4,18.4,32.6,160.8,56.3,
34,26.6,24.1,33.5,162.5,71.8,
68,22.6,30.9,42.7,153.6,72.3,
67,21.2,20,33.9,150.4,59,
33,20.8,15.5,28.8,161.3,53.9,
64,23.5,19.2,30.7,155.2,62.6,
42,23.5,24.5,36.4,158,67.3,
30,18.1,12.3,26.1,163,47,
26,18.6,15.2,30.4,153.5,49.9,
35,17.9,16.8,33,157.5,50.9,
63,22.6,26.4,38.9,154.9,67.9,
49,24.3,19.4,30.5,161.8,63.5,
56,17.8,23.1,40.8,152,56.6,
48,23,20.1,32.2,164.1,62.5,
50,22.9,14.4,25.3,160.6,56.7,
51,23.6,31,41.6,166,74.6,
18,19.8,15.4,29.3,168.8,52.5,
33,23,24.1,36.3,159.7,66.3,
63,15.2,18.7,38.7,150.5,48.2,
62,19.3,23.2,39,151.8,59.4,
51,26,17.5,26.9,162.6,65.1,
57,19.6,17.3,32.2,155.8,53.8,
34,18.2,19,35.4,153.6,53.7,
46,22.3,19.3,32,155.3,60.2,
54,19.2,12.7,26.2,153.8,48.6,
56,20.8,19.4,33.4,156.8,58.2,
57,24,31,41.3,149.6,75.1,
27,18.2,8.4,19.7,154.4,42.7,
63,20.7,17.5,31.2,147,56.2,
57,24.1,10.3,18.9,165.4,54.6,
40,19.5,14.5,28.5,156.1,51,
41,20.3,13.7,26.5,155.9,51.8,
59,20.4,20.8,35.2,159.4,59.1,
33,21.3,14.9,27.2,160.5,54.9,
48,17,9.2,22.2,152.7,41.5,
61,21.8,26,38.7,151,67,
60,22.9,20.5,32.9,150.6,62.3,
56,26.8,27,35.7,160,75.6,
29,26.5,18.2,27.3,170.4,66.7,
17,18.4,15.6,30.8,164,50.5,
39,24,16.4,27.2,160,60.3,
38,19.1,11.4,24,158.1,47.3,
64,19.7,16.8,31.4,146.2,53.5,
35,18.8,16.9,32.1,163,52.6,
44,21.2,17.6,30.9,154,57.1,
61,22.4,28.7,40.9,153.1,70.1,
43,32,28.4,33.2,166.9,85.6,
35,23.4,19.5,31.4,162.7,62.1,
22,20.7,14.6,27.5,162.1,53.2,
47,21.9,25.1,38.4,156.5,65.5,
43,15.6,19.5,39.3,158,49.7,
60,22,26.7,39.7,157,67.3,
51,12.7,25.5,51.2,153,49.7,
43,19.9,14.9,28.5,155.2,52.4,
48,22.9,17.4,29.4,156.7,59.2,
20,22.3,17.3,29.5,167.8,58.5,
55,17.6,14.4,30.3,147.6,47.6,
66,18.5,14.3,29,157.5,49.5,
20,23.7,16.7,27.7,173.2,60.3,
52,20.2,20.5,35.6,157.3,57.7,
54,19.4,14.5,28.7,149.5,50.4,
55,20.6,22.9,37.5,152.9,61.1,
54,20,14.6,28.3,157,51.8,
55,16,9.6,24,147.7,40,
55,18.1,18.8,35.6,152.2,52.8,
60,20.5,23.6,38.1,149.9,61.8,
46,18.3,14.4,29.3,156.9,49.1,
45,21,9,18.9,154.7,47.8,
65,20.8,29.9,43.7,148.6,68.4,
34,20.5,10.5,21.6,157,48.5,
42,23.4,22.7,34.5,162,65.8,
34,20.2,9.7,20.4,163,47.4,
62,18.9,12,25.1,153.5,47.7,
36,23.9,14.2,24.5,164.6,57.9,
40,20.2,15,28.5,160.1,52.7,
33,24.6,21.8,32.4,167.5,67.2,
40,19,16.2,31.2,155.4,52,
36,19.9,14.9,28.6,163.2,52.2,
37,26.9,27.8,36.3,166.2,76.6,
61,17.6,13.4,28.8,150.5,46.4,
34,23.6,13.6,23.9,162.1,56.8,
53,19,18.8,34.9,150.5,54,
65,25.6,22.5,32.4,161,69.4,
39,22.2,14.9,26.8,160.4,55.7,
61,24.4,26,36.9,151.9,70.5,
59,21.6,22.4,36,151.5,62.2,
45,24,17,27.9,163.5,60.8,
56,20.5,13.3,25.9,156,51.2,
30,23.8,11.5,20.9,161.9,54.9,
50,18,18.2,34.8,155.7,52.4,
48,19.7,19.7,35.2,149.4,56,
44,24,15.5,26.1,162.8,59.3,
41,17.7,16.3,32.7,155.2,49.7,
64,24.7,22.7,33.4,161.1,67.9,
29,18.5,29.1,45.5,150.1,63.9,
41,25.1,16.9,26.6,166,63.3,
20,23.3,27.3,28.9,162.9,70.2,
20,21.2,16.8,30,160.5,56,
67,18.9,28,44,152.3,63.6,
55,19,15.1,29.9,143.7,50.3,
63,22.5,15.5,27.3,148,56.8,
68,16.9,16.1,33.3,144.3,48.2,
60,22.1,21.2,34.3,158,61.9,
16,22.8,12.1,22.5,161.1,53.7,
21,18.4,15.4,30.7,161.4,50.1,
48,23.5,20.5,32.3,159.7,63.5,
20,23.7,10.5,19.4,168.6,54.2,
21,21.2,19.4,33,161.8,58.7,
20,16.5,14.5,31.4,151.5,46,
20,21.2,20.2,34,165,59.4,
44,20,18.1,32.5,160.6,55.7,
20,19.9,14.9,28.4,169.2,52.4,
59,25,34.3,42.6,160.4,80.5,
59,18.1,20.2,37.3,149.7,54,
55,19.1,24.5,40.8,148.3,60.1,
60,21.7,22,35.5,150,61.9,
61,21,21.4,35.4,157,60.4,
27,25,16.5,26.5,168.5,62.2,
34,19.4,16.2,30.9,154.7,52.3,
68,27.3,16.7,25.5,156.8,65.3,
59,25.9,18,27.7,160.7,65.1,
44,43.9,28.2,26.9,174.5,104.9,
64,25.8,5.2,9.9,166.5,52.3,
56,25.9,10.2,18,158,56.6,
23,40.8,16.7,19,186,88,
23,27.8,6.5,11.6,180.3,56.5,
23,34,17.4,22.5,173,77.3,
20,26.9,26.9,35.8,160.6,75.2,
45,25.5,11.5,20,164.6,57.3,
17,30.1,17.6,24.8,166,71.1,
17,28.5,7.1,12.4,172,57.5,
53,26.6,22.4,31.8,169,70.5,
63,31,14.5,20.7,167.4,69.8,
62,32.5,23.9,29.3,164,81.5,
68,24.3,14.9,25.2,160.2,59.2,
69,24.9,18.3,29,158.5,63.2,
60,33.8,17.2,22.3,163.6,77.1,
56,38.4,19.9,22.8,179.6,87.4,
62,24.6,33.3,42.6,169.2,78.1,
44,32.9,32.9,36.1,162.7,91.3,
61,31.4,14.8,20.8,169.3,70.8,
57,30.5,20.4,27.6,161,74,
19,35.8,14.3,18.6,181,77,
19,35.7,13,17.2,182.4,76,
34,30.9,22,28.7,167.5,76.7,
36,30.7,17.3,24.1,170,71.7,
19,32.5,27.7,32.2,177.5,85.9,
19,29.1,9,14.8,174,61.1,
49,33.3,33.5,36.3,169.1,92.2,
59,31.7,14.5,20.4,166.8,70.8,
18,34.3,13.6,18.3,175.1,74.4,
61,27.3,7.4,13.2,167.4,56.4,
17,28.2,11.2,18.2,170.8,61.8,
18,25.1,7.6,14.3,172.5,53.3,
46,32.5,14.4,20,171.5,71.7,
22,28.1,6.3,11.2,169.8,56.1,
22,30.8,9.1,14.3,169.6,63.4,
20,34.3,28,31.5,182.1,88.8,
18,34.7,38.4,38.5,171.4,99.8,
35,34.6,6.9,10.2,171.4,67.5,
55,35.1,15.5,20,169.5,77.4,
25,35.4,12.4,16.7,172.3,74.3,
22,24.7,6.5,12.6,170.6,51.2,
21,30.1,13.5,19.9,178,67.6,
61,31.3,19.8,26.2,176.1,75.7,
56,24.3,13.4,22.9,167.2,58.4,
16,42.8,34.7,31.9,177.5,108.6,
23,34.8,26.2,29.7,176.5,88.1,
23,33,15.2,20.7,175.5,73.8,
36,26.9,14.4,22.9,172.7,63.1,
32,34.4,29.8,32.8,174.9,91,
22,27.9,14.8,22.7,174.4,65.3,
22,35.6,18.5,22.9,172.5,80.9,
21,38,7.8,10.5,183.5,74.6,
33,31.2,8.3,12.9,172.8,63.8,
23,28.2,10.7,17.5,171.5,61,
22,28.1,6.9,12.2,167.9,56.8,
69,29.2,11.4,17.8,167,63.9,
67,29.3,22.2,29.5,168.8,75,
16,32.8,16.3,22,171.7,74.3,
22,36.6,5.8,8.2,180.5,69.7,
24,29.4,14.6,21.8,166.4,66.8,
64,31.5,21.5,27.6,169.5,77.8,
35,33,17.5,23.1,171,75.9,
41,31.9,14.7,20.8,169.8,70.9,
35,41.3,6.6,8.4,180.3,78.1,
69,35.6,26.7,29.5,172.7,90.4,
41,34.5,19.1,23.9,177.7,80.1,
41,30.8,17.5,24.1,175.1,72.5,
20,30.2,17.7,24.7,180.9,71.9,
16,21.9,7.7,16,171.2,48,
47,33.7,13.3,18.3,168.1,72.7,
51,28.3,11.3,18.3,166.5,61.8,
67,31.6,16.5,22.4,169.8,73.5,
17,36.2,19,23,178.9,82.5,
66,26.1,6,11.3,163.7,53,
17,32.9,25.8,30.5,182.5,84.5,
16,32.5,7.6,11.6,181.1,65.3,
37,33.9,18.7,23.7,171.8,78.8,
23,33.3,24,28.9,169,83,
50,28.9,14.6,22,168.6,66.2,
69,30.1,11.8,18,168.1,65.7,
43,32,18.2,24.2,177.6,75.2,
66,30.5,16.9,23.6,166,71.6,
23,33.7,19.6,24.7,178.5,79.3,
33,34,12.1,16.8,181.9,72.3,
57,24.5,18.5,29.4,156.8,63.1,
22,30.4,9.5,15,173.3,63.6,
22,28,10.9,17.8,178,61,
69,29.8,16.1,23.3,167.5,69.3,
63,27.3,11.9,19.6,164,60.9,
47,40,13.2,15.7,185,83.9,
43,24.9,24.1,35,168,68.7,
24,27.6,25.7,34.3,157.7,74.8,
22,33.6,12.9,17.8,173.9,72.6,
23,29.3,6.2,10.6,182.3,58.5,
38,27.3,16.2,24.9,162.5,64.9,
26,29.3,13.9,21,171.3,66.1,
32,32.8,36.4,38.5,168.4,94.5,
19,35.9,8.2,11.5,181,71.3,
43,27.2,13.6,21.4,180.5,63.4,
34,31.2,15.1,21.3,171.6,70.6,
32,34.3,14.9,19.8,170,75.2,
55,39.8,19,21.5,175.5,88.2,
23,32.5,12.6,18,173.3,70.2,
54,29.2,14.4,21.7,161,66.3,
29,34.8,19.8,24.4,173.9,80.9,
43,27.5,12.7,20.5,164,61.7,
42,33.2,6.1,9.4,177,64.8,
17,32.7,9.2,13.7,168.5,66.8,
17,33.4,13.7,18.9,172.8,72.5,
69,17.5,15.6,32.1,145.1,48.7,
61,14.5,11.8,29.4,145.4,40.1,
67,21.2,21,34.9,152.3,60.1,
44,21.4,21.7,35.5,159.3,61.2,
